Provinsi,Tanggal,Curah_Hujan_mm
Aceh,2012-05-23,3.19
Aceh,2012-05-24,2.1
Aceh,2012-05-25,6.62
Aceh,2012-05-26,0.7
Aceh,2012-05-27,0.98
Aceh,2012-05-28,2.28
Aceh,2012-05-29,2.68
Aceh,2012-05-30,5.23
Aceh,2012-05-31,7.16
Aceh,2012-06-01,2.65
Aceh,2012-06-02,0.3
Aceh,2012-06-03,0.07
Aceh,2012-06-04,3.86
Aceh,2012-06-05,18.24
Aceh,2012-06-06,19.51
Aceh,2012-06-07,13.67
Aceh,2012-06-08,20.01
Aceh,2012-06-09,8.22
Aceh,2012-06-10,3.52
Aceh,2012-06-11,0.02
Aceh,2012-06-12,0.0
Aceh,2012-06-13,0.0
Aceh,2012-06-14,0.0
Aceh,2012-06-15,0.0
Aceh,2012-06-16,0.0
Aceh,2012-06-17,0.0
Aceh,2012-06-18,2.44
Aceh,2012-06-19,1.64
Aceh,2012-06-20,0.0
Aceh,2012-06-21,0.06
Aceh,2012-06-22,0.01
Aceh,2012-06-23,0.14
Aceh,2012-06-24,0.0
Aceh,2012-06-25,0.04
Aceh,2012-06-26,0.03
Aceh,2012-06-27,0.01
Aceh,2012-06-28,0.07
Aceh,2012-06-29,1.71
Aceh,2012-06-30,0.15
Aceh,2012-07-01,18.81
Aceh,2012-07-02,2.75
Aceh,2012-07-03,21.86
Aceh,2012-07-04,1.98
Aceh,2012-07-05,0.78
Aceh,2012-07-06,5.91
Aceh,2012-07-07,6.73
Aceh,2012-07-08,4.88
Aceh,2012-07-09,0.4
Aceh,2012-07-10,2.08
Aceh,2012-07-11,0.13
Aceh,2012-07-12,19.9
Aceh,2012-07-13,1.44
Aceh,2012-07-14,0.13
Aceh,2012-07-15,0.01
Aceh,2012-07-16,6.09
Aceh,2012-07-17,1.09
Aceh,2012-07-18,4.6
Aceh,2012-07-19,0.55
Aceh,2012-07-20,0.0
Aceh,2012-07-21,13.73
Aceh,2012-07-22,0.77
Aceh,2012-07-23,63.17
Aceh,2012-07-24,26.95
Aceh,2012-07-25,0.07
Aceh,2012-07-26,0.0
Aceh,2012-07-27,0.0
Aceh,2012-07-28,0.0
Aceh,2012-07-29,2.93
Aceh,2012-07-30,0.6
Aceh,2012-07-31,0.01
Aceh,2012-08-01,0.03
Aceh,2012-08-02,0.28
Aceh,2012-08-03,0.02
Aceh,2012-08-04,0.0
Aceh,2012-08-05,0.0
Aceh,2012-08-06,0.2
Aceh,2012-08-07,0.05
Aceh,2012-08-08,0.16
Aceh,2012-08-09,0.05
Aceh,2012-08-10,0.16
Aceh,2012-08-11,0.01
Aceh,2012-08-12,0.75
Aceh,2012-08-13,1.77
Aceh,2012-08-14,0.12
Aceh,2012-08-15,45.52
Aceh,2012-08-16,40.39
Aceh,2012-08-17,26.55
Aceh,2012-08-18,1.3
Aceh,2012-08-19,0.01
Aceh,2012-08-20,31.02
Aceh,2012-08-21,7.19
Aceh,2012-08-22,21.42
Aceh,2012-08-23,5.22
Aceh,2012-08-24,0.37
Aceh,2012-08-25,0.01
Aceh,2012-08-26,0.32
Aceh,2012-08-27,5.54
Aceh,2012-08-28,1.09
Aceh,2012-08-29,0.01
Aceh,2012-08-30,0.0
Aceh,2012-08-31,0.0
Aceh,2012-09-01,0.0
Aceh,2012-09-02,0.0
Aceh,2012-09-03,6.16
Aceh,2012-09-04,27.71
Aceh,2012-09-05,17.51
Aceh,2012-09-06,0.25
Aceh,2012-09-07,0.05
Aceh,2012-09-08,0.12
Aceh,2012-09-09,5.91
Aceh,2012-09-10,3.07
Aceh,2012-09-11,19.61
Aceh,2012-09-12,10.13
Aceh,2012-09-13,1.03
Aceh,2012-09-14,0.03
Aceh,2012-09-15,0.35
Aceh,2012-09-16,0.03
Aceh,2012-09-17,0.05
Aceh,2012-09-18,0.16
Aceh,2012-09-19,0.0
Aceh,2012-09-20,0.01
Aceh,2012-09-21,1.84
Aceh,2012-09-22,0.44
Aceh,2012-09-23,3.51
Aceh,2012-09-24,0.53
Aceh,2012-09-25,20.31
Aceh,2012-09-26,16.73
Aceh,2012-09-27,8.51
Aceh,2012-09-28,0.99
Aceh,2012-09-29,0.39
Aceh,2012-09-30,0.08
Aceh,2012-10-01,0.01
Aceh,2012-10-02,0.07
Aceh,2012-10-03,0.64
Aceh,2012-10-04,3.92
Aceh,2012-10-05,0.14
Aceh,2012-10-06,32.86
Aceh,2012-10-07,16.73
Aceh,2012-10-08,1.68
Aceh,2012-10-09,3.15
Aceh,2012-10-10,5.24
Aceh,2012-10-11,0.18
Aceh,2012-10-12,6.52
Aceh,2012-10-13,12.26
Aceh,2012-10-14,3.68
Aceh,2012-10-15,9.15
Aceh,2012-10-16,1.99
Aceh,2012-10-17,28.38
Aceh,2012-10-18,10.88
Aceh,2012-10-19,1.45
Aceh,2012-10-20,54.11
Aceh,2012-10-21,9.91
Aceh,2012-10-22,9.68
Aceh,2012-10-23,5.37
Aceh,2012-10-24,0.32
Aceh,2012-10-25,16.82
Aceh,2012-10-26,7.62
Aceh,2012-10-27,6.01
Aceh,2012-10-28,8.19
Aceh,2012-10-29,0.73
Aceh,2012-10-30,3.84
Aceh,2012-10-31,3.18
Aceh,2012-11-01,0.1
Aceh,2012-11-02,23.16
Aceh,2012-11-03,79.2
Aceh,2012-11-04,41.94
Aceh,2012-11-05,82.72
Aceh,2012-11-06,10.09
Aceh,2012-11-07,10.79
Aceh,2012-11-08,0.62
Aceh,2012-11-09,6.99
Aceh,2012-11-10,23.98
Aceh,2012-11-11,12.15
Aceh,2012-11-12,0.92
Aceh,2012-11-13,11.76
Aceh,2012-11-14,0.1
Aceh,2012-11-15,0.11
Aceh,2012-11-16,0.18
Aceh,2012-11-17,0.24
Aceh,2012-11-18,0.12
Aceh,2012-11-19,15.09
Aceh,2012-11-20,24.05
Aceh,2012-11-21,9.02
Aceh,2012-11-22,13.46
Aceh,2012-11-23,2.81
Aceh,2012-11-24,0.83
Aceh,2012-11-25,14.31
Aceh,2012-11-26,9.94
Aceh,2012-11-27,30.87
Aceh,2012-11-28,2.71
Aceh,2012-11-29,22.45
Aceh,2012-11-30,50.1
Aceh,2012-12-01,25.38
Aceh,2012-12-02,1.28
Aceh,2012-12-03,0.13
Aceh,2012-12-04,0.15
Aceh,2012-12-05,0.35
Aceh,2012-12-06,0.82
Aceh,2012-12-07,1.96
Aceh,2012-12-08,0.16
Aceh,2012-12-09,0.32
Aceh,2012-12-10,15.9
Aceh,2012-12-11,42.26
Aceh,2012-12-12,2.46
Aceh,2012-12-13,0.23
Aceh,2012-12-14,48.72
Aceh,2012-12-15,41.02
Aceh,2012-12-16,42.83
Aceh,2012-12-17,1.27
Aceh,2012-12-18,3.51
Aceh,2012-12-19,22.44
Aceh,2012-12-20,4.11
Aceh,2012-12-21,12.09
Aceh,2012-12-22,11.96
Aceh,2012-12-23,50.51
Aceh,2012-12-24,12.57
Aceh,2012-12-25,0.68
Aceh,2012-12-26,2.76
Aceh,2012-12-27,3.16
Aceh,2012-12-28,0.2
Aceh,2012-12-29,0.11
Aceh,2012-12-30,7.79
Aceh,2012-12-31,10.05
Aceh,2013-01-01,3.55
Aceh,2013-01-02,22.13
Aceh,2013-01-03,8.78
Aceh,2013-01-04,17.84
Aceh,2013-01-05,4.53
Aceh,2013-01-06,0.01
Aceh,2013-01-07,0.0
Aceh,2013-01-08,0.77
Aceh,2013-01-09,1.13
Aceh,2013-01-10,0.04
Aceh,2013-01-11,0.0
Aceh,2013-01-12,2.56
Aceh,2013-01-13,19.2
Aceh,2013-01-14,2.67
Aceh,2013-01-15,0.42
Aceh,2013-01-16,0.19
Aceh,2013-01-17,1.82
Aceh,2013-01-18,0.35
Aceh,2013-01-19,1.19
Aceh,2013-01-20,10.71
Aceh,2013-01-21,0.46
Aceh,2013-01-22,20.06
Aceh,2013-01-23,9.5
Aceh,2013-01-24,0.79
Aceh,2013-01-25,0.22
Aceh,2013-01-26,0.04
Aceh,2013-01-27,0.39
Aceh,2013-01-28,0.43
Aceh,2013-01-29,4.99
Aceh,2013-01-30,5.22
Aceh,2013-01-31,6.87
Aceh,2013-02-01,1.97
Aceh,2013-02-02,0.22
Aceh,2013-02-03,0.15
Aceh,2013-02-04,20.94
Aceh,2013-02-05,12.48
Aceh,2013-02-06,7.68
Aceh,2013-02-07,15.25
Aceh,2013-02-08,0.8
Aceh,2013-02-09,0.18
Aceh,2013-02-10,0.94
Aceh,2013-02-11,0.18
Aceh,2013-02-12,9.78
Aceh,2013-02-13,25.87
Aceh,2013-02-14,7.36
Aceh,2013-02-15,0.2
Aceh,2013-02-16,39.26
Aceh,2013-02-17,11.85
Aceh,2013-02-18,0.5
Aceh,2013-02-19,15.8
Aceh,2013-02-20,14.96
Aceh,2013-02-21,1.91
Aceh,2013-02-22,0.03
Aceh,2013-02-23,3.0
Aceh,2013-02-24,26.39
Aceh,2013-02-25,24.09
Aceh,2013-02-26,12.93
Aceh,2013-02-27,0.61
Aceh,2013-02-28,21.67
Aceh,2013-03-01,12.59
Aceh,2013-03-02,1.2
Aceh,2013-03-03,8.79
Aceh,2013-03-04,0.66
Aceh,2013-03-05,0.05
Aceh,2013-03-06,8.96
Aceh,2013-03-07,7.8
Aceh,2013-03-08,0.0
Aceh,2013-03-09,3.29
Aceh,2013-03-10,0.11
Aceh,2013-03-11,0.03
Aceh,2013-03-12,8.72
Aceh,2013-03-13,1.69
Aceh,2013-03-14,3.36
Aceh,2013-03-15,0.34
Aceh,2013-03-16,3.32
Aceh,2013-03-17,0.18
Aceh,2013-03-18,16.72
Aceh,2013-03-19,0.47
Aceh,2013-03-20,0.0
Aceh,2013-03-21,0.11
Aceh,2013-03-22,36.51
Aceh,2013-03-23,4.11
Aceh,2013-03-24,1.48
Aceh,2013-03-25,4.28
Aceh,2013-03-26,3.88
Aceh,2013-03-27,0.52
Aceh,2013-03-28,40.08
Aceh,2013-03-29,3.37
Aceh,2013-03-30,0.0
Aceh,2013-03-31,1.58
Aceh,2013-04-01,11.57
Aceh,2013-04-02,1.14
Aceh,2013-04-03,3.04
Aceh,2013-04-04,0.12
Aceh,2013-04-05,49.95
Aceh,2013-04-06,8.3
Aceh,2013-04-07,0.06
Aceh,2013-04-08,1.79
Aceh,2013-04-09,2.15
Aceh,2013-04-10,31.93
Aceh,2013-04-11,10.34
Aceh,2013-04-12,0.47
Aceh,2013-04-13,0.5
Aceh,2013-04-14,79.96
Aceh,2013-04-15,1.42
Aceh,2013-04-16,7.65
Aceh,2013-04-17,1.08
Aceh,2013-04-18,0.02
Aceh,2013-04-19,0.0
Aceh,2013-04-20,1.8
Aceh,2013-04-21,4.09
Aceh,2013-04-22,0.06
Aceh,2013-04-23,0.02
Aceh,2013-04-24,3.05
Aceh,2013-04-25,0.4
Aceh,2013-04-26,0.23
Aceh,2013-04-27,0.68
Aceh,2013-04-28,7.28
Aceh,2013-04-29,8.93
Aceh,2013-04-30,7.28
Aceh,2013-05-01,0.93
Aceh,2013-05-02,6.93
Aceh,2013-05-03,1.01
Aceh,2013-05-04,5.58
Aceh,2013-05-05,19.56
Aceh,2013-05-06,47.3
Aceh,2013-05-07,19.61
Aceh,2013-05-08,11.06
Aceh,2013-05-09,1.39
Aceh,2013-05-10,43.41
Aceh,2013-05-11,29.66
Aceh,2013-05-12,3.52
Aceh,2013-05-13,0.5
Aceh,2013-05-14,0.44
Aceh,2013-05-15,0.4
Aceh,2013-05-16,0.1
Aceh,2013-05-17,1.85
Aceh,2013-05-18,0.23
Aceh,2013-05-19,0.32
Aceh,2013-05-20,0.03
Aceh,2013-05-21,0.12
Aceh,2013-05-22,0.0
Aceh,2013-05-23,0.0
Aceh,2013-05-24,0.07
Aceh,2013-05-25,5.0
Aceh,2013-05-26,0.97
Aceh,2013-05-27,0.04
Aceh,2013-05-28,0.14
Aceh,2013-05-29,0.27
Aceh,2013-05-30,0.05
Aceh,2013-05-31,0.4
Aceh,2013-06-01,32.53
Aceh,2013-06-02,2.81
Aceh,2013-06-03,10.42
Aceh,2013-06-04,6.16
Aceh,2013-06-05,0.49
Aceh,2013-06-06,0.01
Aceh,2013-06-07,0.0
Aceh,2013-06-08,7.38
Aceh,2013-06-09,78.37
Aceh,2013-06-10,40.48
Aceh,2013-06-11,40.25
Aceh,2013-06-12,17.7
Aceh,2013-06-13,8.79
Aceh,2013-06-14,0.6
Aceh,2013-06-15,5.43
Aceh,2013-06-16,5.59
Aceh,2013-06-17,3.91
Aceh,2013-06-18,13.54
Aceh,2013-06-19,6.54
Aceh,2013-06-20,1.37
Aceh,2013-06-21,0.15
Aceh,2013-06-22,0.0
Aceh,2013-06-23,13.54
Aceh,2013-06-24,0.75
Aceh,2013-06-25,0.16
Aceh,2013-06-26,50.12
Aceh,2013-06-27,0.62
Aceh,2013-06-28,0.06
Aceh,2013-06-29,8.44
Aceh,2013-06-30,2.9
Aceh,2013-07-01,0.19
Aceh,2013-07-02,9.43
Aceh,2013-07-03,28.3
Aceh,2013-07-04,8.25
Aceh,2013-07-05,0.03
Aceh,2013-07-06,4.99
Aceh,2013-07-07,25.49
Aceh,2013-07-08,15.2
Aceh,2013-07-09,2.15
Aceh,2013-07-10,0.16
Aceh,2013-07-11,0.01
Aceh,2013-07-12,0.0
Aceh,2013-07-13,0.03
Aceh,2013-07-14,0.03
Aceh,2013-07-15,0.48
Aceh,2013-07-16,10.26
Aceh,2013-07-17,0.52
Aceh,2013-07-18,0.02
Aceh,2013-07-19,0.0
Aceh,2013-07-20,0.0
Aceh,2013-07-21,0.0
Aceh,2013-07-22,0.0
Aceh,2013-07-23,0.0
Aceh,2013-07-24,0.0
Aceh,2013-07-25,19.46
Aceh,2013-07-26,11.85
Aceh,2013-07-27,0.16
Aceh,2013-07-28,0.29
Aceh,2013-07-29,0.06
Aceh,2013-07-30,0.71
Aceh,2013-07-31,4.04
Aceh,2013-08-01,10.58
Aceh,2013-08-02,18.14
Aceh,2013-08-03,4.65
Aceh,2013-08-04,8.66
Aceh,2013-08-05,10.29
Aceh,2013-08-06,6.08
Aceh,2013-08-07,3.01
Aceh,2013-08-08,7.79
Aceh,2013-08-09,8.32
Aceh,2013-08-10,11.36
Aceh,2013-08-11,8.61
Aceh,2013-08-12,7.82
Aceh,2013-08-13,0.34
Aceh,2013-08-14,0.0
Aceh,2013-08-15,0.02
Aceh,2013-08-16,0.01
Aceh,2013-08-17,1.57
Aceh,2013-08-18,19.59
Aceh,2013-08-19,26.88
Aceh,2013-08-20,1.92
Aceh,2013-08-21,0.06
Aceh,2013-08-22,0.04
Aceh,2013-08-23,0.0
Aceh,2013-08-24,0.32
Aceh,2013-08-25,0.1
Aceh,2013-08-26,0.01
Aceh,2013-08-27,6.99
Aceh,2013-08-28,1.7
Aceh,2013-08-29,0.14
Aceh,2013-08-30,18.89
Aceh,2013-08-31,6.53
Aceh,2013-09-01,24.22
Aceh,2013-09-02,39.71
Aceh,2013-09-03,56.8
Aceh,2013-09-04,61.54
Aceh,2013-09-05,17.93
Aceh,2013-09-06,11.78
Aceh,2013-09-07,0.18
Aceh,2013-09-08,0.67
Aceh,2013-09-09,13.7
Aceh,2013-09-10,14.79
Aceh,2013-09-11,12.24
Aceh,2013-09-12,0.7
Aceh,2013-09-13,0.08
Aceh,2013-09-14,0.02
Aceh,2013-09-15,0.0
Aceh,2013-09-16,0.0
Aceh,2013-09-17,0.0
Aceh,2013-09-18,0.0
Aceh,2013-09-19,0.0
Aceh,2013-09-20,0.0
Aceh,2013-09-21,0.0
Aceh,2013-09-22,0.0
Aceh,2013-09-23,0.05
Aceh,2013-09-24,0.0
Aceh,2013-09-25,0.0
Aceh,2013-09-26,1.09
Aceh,2013-09-27,0.41
Aceh,2013-09-28,0.73
Aceh,2013-09-29,0.36
Aceh,2013-09-30,0.15
Aceh,2013-10-01,2.5
Aceh,2013-10-02,30.35
Aceh,2013-10-03,9.33
Aceh,2013-10-04,0.0
Aceh,2013-10-05,5.3
Aceh,2013-10-06,3.25
Aceh,2013-10-07,0.75
Aceh,2013-10-08,4.84
Aceh,2013-10-09,1.29
Aceh,2013-10-10,0.01
Aceh,2013-10-11,0.12
Aceh,2013-10-12,0.16
Aceh,2013-10-13,0.0
Aceh,2013-10-14,0.14
Aceh,2013-10-15,18.06
Aceh,2013-10-16,0.94
Aceh,2013-10-17,37.16
Aceh,2013-10-18,13.89
Aceh,2013-10-19,1.65
Aceh,2013-10-20,1.01
Aceh,2013-10-21,0.2
Aceh,2013-10-22,1.46
Aceh,2013-10-23,5.84
Aceh,2013-10-24,0.73
Aceh,2013-10-25,0.02
Aceh,2013-10-26,0.0
Aceh,2013-10-27,0.46
Aceh,2013-10-28,0.4
Aceh,2013-10-29,0.12
Aceh,2013-10-30,0.02
Aceh,2013-10-31,28.02
Aceh,2013-11-01,2.0
Aceh,2013-11-02,10.88
Aceh,2013-11-03,1.03
Aceh,2013-11-04,1.82
Aceh,2013-11-05,8.21
Aceh,2013-11-06,10.5
Aceh,2013-11-07,2.82
Aceh,2013-11-08,0.17
Aceh,2013-11-09,9.97
Aceh,2013-11-10,3.43
Aceh,2013-11-11,38.75
Aceh,2013-11-12,5.87
Aceh,2013-11-13,0.37
Aceh,2013-11-14,12.28
Aceh,2013-11-15,26.66
Aceh,2013-11-16,3.39
Aceh,2013-11-17,0.62
Aceh,2013-11-18,2.71
Aceh,2013-11-19,10.72
Aceh,2013-11-20,1.98
Aceh,2013-11-21,7.55
Aceh,2013-11-22,1.26
Aceh,2013-11-23,10.56
Aceh,2013-11-24,4.54
Aceh,2013-11-25,0.61
Aceh,2013-11-26,0.33
Aceh,2013-11-27,1.83
Aceh,2013-11-28,1.69
Aceh,2013-11-29,17.66
Aceh,2013-11-30,6.28
Aceh,2013-12-01,9.76
Aceh,2013-12-02,1.74
Aceh,2013-12-03,24.81
Aceh,2013-12-04,1.24
Aceh,2013-12-05,11.5
Aceh,2013-12-06,17.88
Aceh,2013-12-07,2.7
Aceh,2013-12-08,1.65
Aceh,2013-12-09,9.38
Aceh,2013-12-10,16.89
Aceh,2013-12-11,21.69
Aceh,2013-12-12,10.09
Aceh,2013-12-13,4.43
Aceh,2013-12-14,4.57
Aceh,2013-12-15,4.53
Aceh,2013-12-16,0.2
Aceh,2013-12-17,0.1
Aceh,2013-12-18,0.5
Aceh,2013-12-19,18.19
Aceh,2013-12-20,2.41
Aceh,2013-12-21,0.24
Aceh,2013-12-22,5.27
Aceh,2013-12-23,3.6
Aceh,2013-12-24,0.34
Aceh,2013-12-25,46.9
Aceh,2013-12-26,6.75
Aceh,2013-12-27,1.31
Aceh,2013-12-28,71.95
Aceh,2013-12-29,40.7
Aceh,2013-12-30,0.59
Aceh,2013-12-31,1.36
Aceh,2014-01-01,6.84
Aceh,2014-01-02,3.08
Aceh,2014-01-03,41.64
Aceh,2014-01-04,2.86
Aceh,2014-01-05,0.39
Aceh,2014-01-06,5.83
Aceh,2014-01-07,4.95
Aceh,2014-01-08,0.05
Aceh,2014-01-09,4.55
Aceh,2014-01-10,14.48
Aceh,2014-01-11,2.39
Aceh,2014-01-12,0.01
Aceh,2014-01-13,0.01
Aceh,2014-01-14,13.57
Aceh,2014-01-15,1.19
Aceh,2014-01-16,0.19
Aceh,2014-01-17,1.28
Aceh,2014-01-18,0.2
Aceh,2014-01-19,0.43
Aceh,2014-01-20,0.02
Aceh,2014-01-21,0.07
Aceh,2014-01-22,0.03
Aceh,2014-01-23,0.13
Aceh,2014-01-24,0.01
Aceh,2014-01-25,8.78
Aceh,2014-01-26,2.79
Aceh,2014-01-27,0.17
Aceh,2014-01-28,0.0
Aceh,2014-01-29,3.14
Aceh,2014-01-30,0.69
Aceh,2014-01-31,3.96
Aceh,2014-02-01,1.46
Aceh,2014-02-02,0.01
Aceh,2014-02-03,0.0
Aceh,2014-02-04,0.0
Aceh,2014-02-05,0.0
Aceh,2014-02-06,0.0
Aceh,2014-02-07,0.59
Aceh,2014-02-08,0.36
Aceh,2014-02-09,0.0
Aceh,2014-02-10,0.0
Aceh,2014-02-11,0.0
Aceh,2014-02-12,0.0
Aceh,2014-02-13,0.0
Aceh,2014-02-14,0.0
Aceh,2014-02-15,0.07
Aceh,2014-02-16,0.25
Aceh,2014-02-17,0.5
Aceh,2014-02-18,0.21
Aceh,2014-02-19,8.66
Aceh,2014-02-20,23.04
Aceh,2014-02-21,1.83
Aceh,2014-02-22,0.77
Aceh,2014-02-23,0.1
Aceh,2014-02-24,0.0
Aceh,2014-02-25,0.0
Aceh,2014-02-26,0.0
Aceh,2014-02-27,0.0
Aceh,2014-02-28,18.13
Aceh,2014-03-01,23.6
Aceh,2014-03-02,5.19
Aceh,2014-03-03,0.0
Aceh,2014-03-04,0.0
Aceh,2014-03-05,0.0
Aceh,2014-03-06,0.0
Aceh,2014-03-07,0.0
Aceh,2014-03-08,0.0
Aceh,2014-03-09,0.0
Aceh,2014-03-10,0.0
Aceh,2014-03-11,0.0
Aceh,2014-03-12,0.0
Aceh,2014-03-13,0.02
Aceh,2014-03-14,0.05
Aceh,2014-03-15,138.62
Aceh,2014-03-16,31.4
Aceh,2014-03-17,5.72
Aceh,2014-03-18,8.32
Aceh,2014-03-19,0.2
Aceh,2014-03-20,0.03
Aceh,2014-03-21,0.0
Aceh,2014-03-22,0.03
Aceh,2014-03-23,0.01
Aceh,2014-03-24,1.84
Aceh,2014-03-25,7.92
Aceh,2014-03-26,0.64
Aceh,2014-03-27,10.99
Aceh,2014-03-28,17.98
Aceh,2014-03-29,1.26
Aceh,2014-03-30,3.14
Aceh,2014-03-31,20.2
Aceh,2014-04-01,1.68
Aceh,2014-04-02,4.01
Aceh,2014-04-03,0.97
Aceh,2014-04-04,20.98
Aceh,2014-04-05,35.53
Aceh,2014-04-06,0.44
Aceh,2014-04-07,0.0
Aceh,2014-04-08,5.75
Aceh,2014-04-09,1.06
Aceh,2014-04-10,0.15
Aceh,2014-04-11,2.05
Aceh,2014-04-12,0.31
Aceh,2014-04-13,0.0
Aceh,2014-04-14,0.04
Aceh,2014-04-15,0.0
Aceh,2014-04-16,2.07
Aceh,2014-04-17,4.4
Aceh,2014-04-18,0.39
Aceh,2014-04-19,5.57
Aceh,2014-04-20,4.45
Aceh,2014-04-21,0.57
Aceh,2014-04-22,0.23
Aceh,2014-04-23,35.88
Aceh,2014-04-24,6.15
Aceh,2014-04-25,2.73
Aceh,2014-04-26,0.15
Aceh,2014-04-27,0.19
Aceh,2014-04-28,0.15
Aceh,2014-04-29,0.56
Aceh,2014-04-30,0.03
Aceh,2014-05-01,0.04
Aceh,2014-05-02,0.39
Aceh,2014-05-03,0.2
Aceh,2014-05-04,0.15
Aceh,2014-05-05,3.62
Aceh,2014-05-06,15.95
Aceh,2014-05-07,3.71
Aceh,2014-05-08,0.76
Aceh,2014-05-09,52.91
Aceh,2014-05-10,13.77
Aceh,2014-05-11,8.22
Aceh,2014-05-12,34.08
Aceh,2014-05-13,4.72
Aceh,2014-05-14,5.37
Aceh,2014-05-15,0.28
Aceh,2014-05-16,26.9
Aceh,2014-05-17,10.49
Aceh,2014-05-18,1.83
Aceh,2014-05-19,1.43
Aceh,2014-05-20,0.39
Aceh,2014-05-21,0.0
Aceh,2014-05-22,0.0
Aceh,2014-05-23,3.19
Aceh,2014-05-24,0.36
Aceh,2014-05-25,18.71
Aceh,2014-05-26,30.18
Aceh,2014-05-27,7.04
Aceh,2014-05-28,0.01
Aceh,2014-05-29,3.05
Aceh,2014-05-30,1.51
Aceh,2014-05-31,30.96
Aceh,2014-06-01,10.37
Aceh,2014-06-02,0.62
Aceh,2014-06-03,2.52
Aceh,2014-06-04,30.18
Aceh,2014-06-05,0.98
Aceh,2014-06-06,0.03
Aceh,2014-06-07,0.0
Aceh,2014-06-08,0.12
Aceh,2014-06-09,0.01
Aceh,2014-06-10,0.0
Aceh,2014-06-11,25.83
Aceh,2014-06-12,7.49
Aceh,2014-06-13,7.55
Aceh,2014-06-14,2.47
Aceh,2014-06-15,16.09
Aceh,2014-06-16,5.97
Aceh,2014-06-17,1.65
Aceh,2014-06-18,2.12
Aceh,2014-06-19,0.04
Aceh,2014-06-20,9.12
Aceh,2014-06-21,0.54
Aceh,2014-06-22,0.0
Aceh,2014-06-23,0.87
Aceh,2014-06-24,0.11
Aceh,2014-06-25,0.0
Aceh,2014-06-26,0.0
Aceh,2014-06-27,0.03
Aceh,2014-06-28,0.01
Aceh,2014-06-29,0.1
Aceh,2014-06-30,0.09
Aceh,2014-07-01,0.02
Aceh,2014-07-02,0.0
Aceh,2014-07-03,42.89
Aceh,2014-07-04,47.7
Aceh,2014-07-05,3.5
Aceh,2014-07-06,15.99
Aceh,2014-07-07,7.92
Aceh,2014-07-08,9.87
Aceh,2014-07-09,2.15
Aceh,2014-07-10,7.34
Aceh,2014-07-11,2.58
Aceh,2014-07-12,0.78
Aceh,2014-07-13,0.13
Aceh,2014-07-14,1.98
Aceh,2014-07-15,0.01
Aceh,2014-07-16,0.49
Aceh,2014-07-17,0.21
Aceh,2014-07-18,0.01
Aceh,2014-07-19,0.0
Aceh,2014-07-20,0.0
Aceh,2014-07-21,0.0
Aceh,2014-07-22,0.0
Aceh,2014-07-23,0.0
Aceh,2014-07-24,0.1
Aceh,2014-07-25,9.66
Aceh,2014-07-26,36.77
Aceh,2014-07-27,4.05
Aceh,2014-07-28,0.18
Aceh,2014-07-29,0.0
Aceh,2014-07-30,6.99
Aceh,2014-07-31,2.11
Aceh,2014-08-01,2.53
Aceh,2014-08-02,0.48
Aceh,2014-08-03,0.13
Aceh,2014-08-04,4.59
Aceh,2014-08-05,7.54
Aceh,2014-08-06,8.36
Aceh,2014-08-07,0.47
Aceh,2014-08-08,0.06
Aceh,2014-08-09,0.0
Aceh,2014-08-10,39.44
Aceh,2014-08-11,34.15
Aceh,2014-08-12,55.04
Aceh,2014-08-13,2.08
Aceh,2014-08-14,0.03
Aceh,2014-08-15,1.36
Aceh,2014-08-16,19.65
Aceh,2014-08-17,11.49
Aceh,2014-08-18,2.53
Aceh,2014-08-19,24.06
Aceh,2014-08-20,2.74
Aceh,2014-08-21,0.23
Aceh,2014-08-22,56.06
Aceh,2014-08-23,27.51
Aceh,2014-08-24,35.66
Aceh,2014-08-25,81.86
Aceh,2014-08-26,23.66
Aceh,2014-08-27,4.59
Aceh,2014-08-28,0.77
Aceh,2014-08-29,0.0
Aceh,2014-08-30,0.0
Aceh,2014-08-31,0.07
Aceh,2014-09-01,1.87
Aceh,2014-09-02,1.11
Aceh,2014-09-03,0.08
Aceh,2014-09-04,15.7
Aceh,2014-09-05,2.96
Aceh,2014-09-06,0.0
Aceh,2014-09-07,0.02
Aceh,2014-09-08,2.27
Aceh,2014-09-09,9.22
Aceh,2014-09-10,7.65
Aceh,2014-09-11,0.54
Aceh,2014-09-12,21.47
Aceh,2014-09-13,23.17
Aceh,2014-09-14,9.73
Aceh,2014-09-15,0.32
Aceh,2014-09-16,0.21
Aceh,2014-09-17,0.0
Aceh,2014-09-18,0.98
Aceh,2014-09-19,4.77
Aceh,2014-09-20,4.71
Aceh,2014-09-21,7.34
Aceh,2014-09-22,8.1
Aceh,2014-09-23,16.32
Aceh,2014-09-24,24.3
Aceh,2014-09-25,42.78
Aceh,2014-09-26,1.84
Aceh,2014-09-27,3.71
Aceh,2014-09-28,24.38
Aceh,2014-09-29,11.19
Aceh,2014-09-30,0.28
Aceh,2014-10-01,0.23
Aceh,2014-10-02,0.18
Aceh,2014-10-03,17.74
Aceh,2014-10-04,12.11
Aceh,2014-10-05,13.17
Aceh,2014-10-06,40.4
Aceh,2014-10-07,15.67
Aceh,2014-10-08,10.09
Aceh,2014-10-09,0.45
Aceh,2014-10-10,0.09
Aceh,2014-10-11,3.03
Aceh,2014-10-12,1.31
