Tahun,Provinsi,Akses_Air(%),Curah_Hujan(mm),Kepadatan_Penduduk(jiwa/km2)
2017-01-01,SULAWESI SELATAN,76.34,9.175561643835616,186.0
2018-01-01,SULAWESI SELATAN,77.93,6.808109589041096,188.0
2019-01-01,SULAWESI SELATAN,89.38,6.848657534246576,189.0
2020-01-01,SULAWESI SELATAN,90.84,9.729508196721312,194.0
2021-01-01,SULAWESI SELATAN,91.18,9.855972602739726,196.0
2022-01-01,SULAWESI SELATAN,91.96,10.245835616438356,204.0
2023-01-01,SULAWESI SELATAN,92.12,6.551561643835617,207.0
2024-01-01,SULAWESI SELATAN,92.23,10.662814207650271,209.0
2025-01-01,SULAWESI SELATAN,93.25,6.378575498575499,211.0
2010-01-01,SULAWESI TENGAH,35.1,7.1309589041095895,43.0
2011-01-01,SULAWESI TENGAH,52.41,6.454739726027397,44.0
2012-01-01,SULAWESI TENGAH,56.36,8.681311475409837,44.0
2013-01-01,SULAWESI TENGAH,60.21,7.3030410958904115,45.0
2014-01-01,SULAWESI TENGAH,58.99,7.154767123287672,46.0
2015-01-01,SULAWESI TENGAH,61.49,5.578191780821918,47.0
2016-01-01,SULAWESI TENGAH,62.15,7.562786885245901,47.0
2017-01-01,SULAWESI TENGAH,67.1,6.9722191780821925,48.0
2018-01-01,SULAWESI TENGAH,71.13,5.365369863013698,49.0
2019-01-01,SULAWESI TENGAH,83.42,5.24386301369863,49.0
2020-01-01,SULAWESI TENGAH,84.6,8.46311475409836,48.0
2021-01-01,SULAWESI TENGAH,88.51,7.467178082191781,49.0
2022-01-01,SULAWESI TENGAH,86.74,7.768027397260274,50.0
2023-01-01,SULAWESI TENGAH,86.85,5.723123287671233,50.0
2024-01-01,SULAWESI TENGAH,87.86,8.148907103825136,51.0
2025-01-01,SULAWESI TENGAH,87.55,8.59980056980057,51.0
2010-01-01,SULAWESI TENGGARA,50.74,9.750054794520548,59.0
2011-01-01,SULAWESI TENGGARA,63.9,5.43931506849315,60.0
2012-01-01,SULAWESI TENGGARA,63.94,6.15139344262295,62.0
2013-01-01,SULAWESI TENGGARA,69.43,7.272602739726027,63.0
2014-01-01,SULAWESI TENGGARA,68.74,6.15441095890411,64.0
2015-01-01,SULAWESI TENGGARA,77.19,5.654054794520548,66.0
2016-01-01,SULAWESI TENGGARA,75.82,8.042185792349727,67.0
2017-01-01,SULAWESI TENGGARA,79.83,9.572191780821916,68.0
2018-01-01,SULAWESI TENGGARA,80.95,6.547753424657534,70.0
2019-01-01,SULAWESI TENGGARA,89.66,7.04282191780822,71.0
2020-01-01,SULAWESI TENGGARA,92.49,9.120409836065576,69.0
2021-01-01,SULAWESI TENGGARA,91.94,8.35041095890411,70.0
2022-01-01,SULAWESI TENGGARA,94.64,8.421835616438356,75.0
2023-01-01,SULAWESI TENGGARA,94.8,5.320054794520548,76.0
2024-01-01,SULAWESI TENGGARA,95.31,8.490655737704918,77.0
2025-01-01,SULAWESI TENGGARA,94.91,6.507920227920229,78.0
2010-01-01,SULAWESI UTARA,44.41,6.149123287671232,164.0
2011-01-01,SULAWESI UTARA,64.32,6.110054794520548,166.0
2012-01-01,SULAWESI UTARA,64.93,5.942868852459017,168.0
2013-01-01,SULAWESI UTARA,70.06,6.077698630136987,170.0
2014-01-01,SULAWESI UTARA,69.32,4.013835616438356,172.0
2015-01-01,SULAWESI UTARA,71.53,3.157260273972603,174.0
2016-01-01,SULAWESI UTARA,70.22,5.0622131147540985,176.0
2017-01-01,SULAWESI UTARA,73.29,7.866164383561644,178.0
2018-01-01,SULAWESI UTARA,76.2,5.956904109589041,179.0
2019-01-01,SULAWESI UTARA,90.81,3.4629041095890414,181.0
2020-01-01,SULAWESI UTARA,90.31,6.019781420765026,189.0
2021-01-01,SULAWESI UTARA,91.65,6.781260273972602,190.0
2022-01-01,SULAWESI UTARA,94.15,7.309561643835615,183.0
2023-01-01,SULAWESI UTARA,94.37,4.922356164383562,185.0
2024-01-01,SULAWESI UTARA,94.46,5.899754098360655,186.0
2025-01-01,SULAWESI UTARA,94.86,8.203931623931624,188.0
2010-01-01,SUMATERA BARAT,41.92,11.484602739726029,116.0
2011-01-01,SUMATERA BARAT,57.54,9.001013698630137,117.0
2012-01-01,SUMATERA BARAT,61.59,10.197568306010927,119.0
2013-01-01,SUMATERA BARAT,64.34,9.992109589041096,121.0
2014-01-01,SUMATERA BARAT,62.6,9.94191780821918,122.0
2015-01-01,SUMATERA BARAT,66.58,8.040904109589041,124.0
2016-01-01,SUMATERA BARAT,67.33,9.987131147540984,125.0
2017-01-01,SUMATERA BARAT,68.83,9.159671232876711,127.0
2018-01-01,SUMATERA BARAT,69.53,9.633890410958903,128.0
2019-01-01,SUMATERA BARAT,81.44,7.600739726027397,130.0
2020-01-01,SUMATERA BARAT,83.37,10.731120218579235,132.0
2021-01-01,SUMATERA BARAT,83.4,9.284575342465754,133.0
2022-01-01,SUMATERA BARAT,85.23,9.76186301369863,134.0
2023-01-01,SUMATERA BARAT,85.59,7.655424657534247,137.0
2024-01-01,SUMATERA BARAT,86.85,11.640710382513662,139.0
2025-01-01,SUMATERA BARAT,87.26,9.894358974358974,140.0
2010-01-01,SUMATERA SELATAN,45.99,10.03441095890411,82.0
2011-01-01,SUMATERA SELATAN,58.11,6.630602739726028,83.0
2012-01-01,SUMATERA SELATAN,56.02,7.744098360655738,84.0
2013-01-01,SUMATERA SELATAN,61.18,8.30868493150685,85.0
2014-01-01,SUMATERA SELATAN,60.75,5.558246575342466,87.0
2015-01-01,SUMATERA SELATAN,65.16,5.18454794520548,88.0
2016-01-01,SUMATERA SELATAN,63.77,7.362349726775956,89.0
2017-01-01,SUMATERA SELATAN,64.02,7.332986301369863,90.0
2018-01-01,SUMATERA SELATAN,65.31,6.334958904109589,91.0
2019-01-01,SUMATERA SELATAN,80.37,6.070027397260274,92.0
2020-01-01,SUMATERA SELATAN,80.78,7.914043715846994,92.0
2021-01-01,SUMATERA SELATAN,84.7,8.727287671232876,93.0
2022-01-01,SUMATERA SELATAN,86.35,7.879068493150685,100.0
2023-01-01,SUMATERA SELATAN,87.19,6.177643835616439,101.0
2024-01-01,SUMATERA SELATAN,87.23,7.558060109289618,102.0
2025-01-01,SUMATERA SELATAN,86.82,7.885612535612536,103.0
2010-01-01,SUMATERA UTARA,46.06,12.459041095890411,179.0
2011-01-01,SUMATERA UTARA,64.23,12.368328767123286,181.0
2012-01-01,SUMATERA UTARA,66.06,11.310027322404371,184.0
2013-01-01,SUMATERA UTARA,68.0,9.336246575342466,186.0
2014-01-01,SUMATERA UTARA,66.86,9.261232876712327,189.0
2015-01-01,SUMATERA UTARA,71.41,9.363917808219178,191.0
2016-01-01,SUMATERA UTARA,70.61,12.63863387978142,193.0
2017-01-01,SUMATERA UTARA,70.07,12.34027397260274,195.0
2018-01-01,SUMATERA UTARA,71.95,12.035561643835615,198.0
2019-01-01,SUMATERA UTARA,90.22,10.01158904109589,200.0
2020-01-01,SUMATERA UTARA,89.68,10.75051912568306,203.0
2021-01-01,SUMATERA UTARA,90.89,10.009342465753424,205.0
2022-01-01,SUMATERA UTARA,92.13,11.904301369863012,209.0
2023-01-01,SUMATERA UTARA,92.19,10.830109589041095,212.0
2024-01-01,SUMATERA UTARA,92.94,11.609535519125684,215.0
2025-01-01,SUMATERA UTARA,93.24,9.582877492877492,218.0
